ticker,schemaVersion,modoNiveles,marcoCalculo,zonaLowManual,zonaHighManual,soporteManual,invalidationManual,resistenciaManual,liquidezManual,avwapPivotManual,avwapBreakoutManual,extendedTarget,asOf,fuenteDatos,swingSma20,swingSma50,swingTarget,pivotLowAnchorAt,breakoutAnchorAt,swingVerdict,swingDirection,swingScore,swingEntryGatePassed,stImpulseLow,stImpulseHigh,stImpulseLowAt,stImpulseHighAt,stFib618,stFib50,stFib1618,stZoneLow,stZoneHigh,stSupport20,stResistance20,stInvalidation,stPrimaryTarget,stExtendedTarget,stGeometryStatus,stMaturity,stEligible,stReasons,geriZoneLow,geriZoneHigh,geriInvalidation,geriActiveLevelKind,geriActiveLevelPrice,geriActiveLevelSequence,geriMaturity,geriTradeSide,geriBounceConfirmed,geriFastConfirmation,geriFourHourConfirmation,geriReasons,geriN1Kind,geriN1Price,geriN2Kind,geriN2Price,geriN3Kind,geriN3Price,swingInvalidationSources,supportState,supportConfirmationType,supportZoneLow,supportZoneCenter,supportZoneHigh,supportInvalidation,supportScore,supportReactionScore,supportReversalScore,supportActionabilityScore,supportZonePosition,supportSources,supportImpulseOrigin,supportImpulseOriginAt,supportImpulsePeak,supportImpulseAdvancePercent,supportFib50,supportFib618,supportFib786,supportReasons
ARM,3,MANUAL,DIARIO FIJO,246.2615,260.4186,225.4600,222.0781,282.5700,299.2850,243.7641,0,0,2026-09-04T20:00:00Z,ALPACA_DIRECTO,253.3400,273.5788,312.1438,2026-08-24T04:00:00Z,SIN_DATO,WATCH,BULLISH,4.00,false,0,0,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,0,0,ENGINE_REJECTED,SIN_DATO,SIN_DATO,SwingTrade LONG impulse requires low before high,0,0,0,SUPPORT,232.8800,2,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,236.4400,SUPPORT,232.8800,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
KLAC,3,MANUAL,DIARIO FIJO,184.0406,191.7005,167.0500,164.5443,209.3700,214.8000,178.1723,208.0360,0,2026-09-04T20:00:00Z,ALPACA_DIRECTO,187.8705,205.7612,227.5314,2026-08-24T04:00:00Z,2026-06-30T04:00:00Z,AVOID,BEARISH,0.00,false,0,0,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,0,0,ENGINE_REJECTED,SIN_DATO,SIN_DATO,SwingTrade LONG impulse requires low before high,0,0,0,SUPPORT,167.0500,2,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,172.9500,SUPPORT,167.0500,SIN_DATO,0,SWING_DIARIO,FIRST_TOUCH,NONE,184.2340,185.9653,187.8920,178.4891,69.0000,43.6000,0.0000,39.4100,IN_ZONE,pivot_daily_356|weekly_sma30|round_number,174.6000,2026-08-03T04:00:00Z,214.8000,23.0241,0,0,0,key_support_first_touch
OC,3,MANUAL,DIARIO FIJO,138.5577,143.0052,132.5850,130.5962,158.9200,159.8760,140.7814,146.8828,187.6767,2026-09-04T20:00:00Z,ALPACA_DIRECTO,146.7815,145.3016,154.9976,2026-08-20T04:00:00Z,2026-08-05T04:00:00Z,WATCH,BULLISH,30.00,false,114.9800,159.9100,2026-06-11T04:00:00Z,2026-06-30T04:00:00Z,132.1433,137.4450,187.6767,132.1433,137.4450,132.5850,159.8760,130.3613,159.8760,187.6767,ENGINE_ASSESSMENT,ST2,true,swing_trade_st2|support_confluence|entry_rejection_pending|entry_vwap_gate_pending|recovery_observation_watching,0,0,0,SUPPORT,132.5850,2,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,135.8700,SUPPORT,132.5850,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
EME,3,MANUAL,DIARIO FIJO,755.2838,780.8455,722.0800,711.2488,862.5400,864.8300,740.0464,768.0646,0,2026-09-04T20:00:00Z,ALPACA_DIRECTO,783.3535,779.2172,839.8024,2026-09-01T04:00:00Z,2026-08-17T04:00:00Z,AVOID,BEARISH,35.00,false,0,0,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,0,0,ENGINE_REJECTED,SIN_DATO,SIN_DATO,SwingTrade LONG impulse requires low before high,0,0,0,SUPPORT,724.2500,2,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,738.0200,SUPPORT,724.2500,SIN_DATO,0,SWING_DIARIO,FIRST_TOUCH,NONE,739.2214,748.9496,760.9537,720.0501,94.0000,45.6000,0.0000,48.8600,IN_ZONE,weekly_sma50|fib_0500|fib_0618|fib_0786|round_number,668.8200,2026-07-29T04:00:00Z,864.8300,29.3068,758.3975,751.9069,742.6661,key_support_first_touch
ETN,3,MANUAL,DIARIO FIJO,408.5758,422.0691,384.7701,378.9985,459.9600,478.0000,404.8149,422.0337,552.0828,2026-09-04T20:00:00Z,ALPACA_DIRECTO,423.1240,415.3224,474.5830,2026-08-24T04:00:00Z,2026-08-11T04:00:00Z,WATCH,BULLISH,41.00,false,358.1250,478.0000,2026-07-29T04:00:00Z,2026-08-12T04:00:00Z,403.9173,418.0625,552.0828,403.9173,418.0625,384.7701,478.0000,378.0235,478.0000,552.0828,ENGINE_ASSESSMENT,ST1,true,swing_trade_st1|spot_in_zone|recovery_observation_watching,0,0,0,SUPPORT,384.7701,2,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,394.8900,SUPPORT,384.7701,SIN_DATO,0,SWING_DIARIO,LIQUIDITY_SWEEP,NONE,413.9731,415.5652,417.1573,403.8531,59.0000,51.6000,0.0000,25.2382,BELOW_ZONE,daily_sma50|weekly_sma10,358.1250,2026-07-29T04:00:00Z,478.0000,33.4729,0,0,0,liquidity_sweep_waiting_for_reclaim
SHOO,3,MANUAL,DIARIO FIJO,43.7153,44.9814,41.4000,40.7790,48.8800,49.3350,42.3571,46.1841,56.7699,2026-09-04T20:00:00Z,ALPACA_DIRECTO,45.4950,44.3483,49.4820,2026-09-01T04:00:00Z,2026-07-30T04:00:00Z,WATCH,BULLISH,37.00,false,38.2600,49.7000,2026-07-08T04:00:00Z,2026-08-06T04:00:00Z,42.6301,43.9800,56.7699,42.6301,43.9800,41.4000,49.3350,40.7670,49.3350,56.7699,ENGINE_ASSESSMENT,ST1,true,swing_trade_st1|spot_in_zone|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_vwap_gate_pending|recovery_observation_watching,0,0,0,SUPPORT,41.9900,2,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,42.6700,SUPPORT,41.9900,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
POET,3,MANUAL,DIARIO FIJO,7.9489,8.4068,7.0200,6.9147,9.5800,10.0000,7.4702,8.2154,0,2026-09-04T20:00:00Z,ALPACA_DIRECTO,8.2025,8.1778,9.9156,2026-09-02T04:00:00Z,2026-08-14T04:00:00Z,AVOID,BEARISH,35.00,false,0,0,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,0,0,ENGINE_REJECTED,SIN_DATO,SIN_DATO,SwingTrade LONG impulse requires low before high,0,0,0,SUPPORT,6.3600,2,BUILDING,SHORT,false,false,false,manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,6.9300,SUPPORT,6.3600,SIN_DATO,0,SWING_DIARIO,FIRST_TOUCH,NONE,7.8038,8.0224,8.1784,7.4604,100.0000,48.0000,0.0000,51.8000,IN_ZONE,pivot_daily_365|daily_sma200|weekly_sma10|weekly_sma50|round_number,7.8000,2026-08-06T04:00:00Z,10.0000,28.2051,0,0,0,key_support_first_touch
FORM,3,MANUAL,DIARIO FIJO,105.2222,112.6579,92.0500,90.6693,138.1600,139.8000,113.1949,108.9400,0,2026-09-04T20:00:00Z,ALPACA_DIRECTO,113.0898,114.0637,130.3614,2026-08-06T04:00:00Z,2026-08-17T04:00:00Z,AVOID,BEARISH,0.00,false,0,0,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,0,0,ENGINE_REJECTED,SIN_DATO,SIN_DATO,SwingTrade LONG impulse requires low before high,0,0,0,SUPPORT,92.0500,2,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,97.5000,SUPPORT,92.0500,SIN_DATO,0,SWING_DIARIO,FIRST_TOUCH,NONE,108.9964,112.3950,114.8073,103.4196,100.0000,48.0000,0.0000,31.5191,BELOW_ZONE,pivot_daily_356|pivot_weekly_401|pivot_weekly_404|daily_sma50|weekly_sma10,82.3401,2026-07-29T04:00:00Z,139.8000,69.7836,0,0,0,key_support_first_touch
PSI,3,MANUAL,DIARIO FIJO,134.2875,139.8358,124.9400,123.0659,157.4000,158.6400,132.4600,137.0616,0,2026-09-04T20:00:00Z,ALPACA_DIRECTO,139.7985,146.4890,161.8682,2026-08-24T04:00:00Z,2026-08-17T04:00:00Z,AVOID,BEARISH,0.00,false,0,0,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,0,0,ENGINE_REJECTED,SIN_DATO,SIN_DATO,SwingTrade LONG impulse requires low before high,0,0,0,RESISTANCE,140.5100,3,ARMED,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_level_armed|trade_side:SHORT|active_level:3:RESISTANCE,RESISTANCE,137.2050,SUPPORT,135.9800,RESISTANCE,140.5100,SWING_DIARIO,STRUCTURE_CONFIRMED,BASE_BREAKOUT,131.1152,132.2708,133.4265,126.9540,64.0000,83.6000,70.0000,65.7024,ABOVE_ZONE,pivot_daily_368|weekly_sma30,120.5990,2026-07-29T04:00:00Z,158.6400,31.5434,0,0,0,reaction_followed_by_higher_high|higher_low_holds_above_support
AOS,3,MANUAL,DIARIO FIJO,59.0095,60.6241,58.4100,57.5339,63.9800,64.3200,59.8168,61.6589,69.4915,2026-09-04T20:00:00Z,ALPACA_DIRECTO,61.6240,61.3236,66.3722,2026-09-01T04:00:00Z,2026-07-28T04:00:00Z,WATCH,BULLISH,51.00,false,57.1300,64.7700,2026-06-23T04:00:00Z,2026-07-30T04:00:00Z,60.0485,60.9500,69.4915,60.0485,60.9500,58.4100,64.0900,57.6027,64.0900,69.4915,ENGINE_ASSESSMENT,SIN_DATO,false,swing_trade_no_thesis|spot_in_zone|base_gate_failed|insufficient_reward_risk|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_vwap_gate_pending|recovery_observation_watching,0,0,0,RESISTANCE,64.3200,2,BUILDING,LONG,false,false,false,manual_monitor_only|g0_structure_building|trade_side:LONG|active_level:2:RESISTANCE,SUPPORT,59.0500,RESISTANCE,64.3200,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
TSEM,3,MANUAL,DIARIO FIJO,222.2915,234.7382,196.3600,193.4146,265.4800,277.8799,208.2745,236.6482,0,2026-09-04T20:00:00Z,ALPACA_DIRECTO,228.5148,230.7107,280.1758,2026-09-01T04:00:00Z,2026-06-22T04:00:00Z,AVOID,BEARISH,0.00,false,0,0,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,0,0,ENGINE_REJECTED,SIN_DATO,SIN_DATO,SwingTrade LONG impulse requires low before high,0,0,0,RESISTANCE,229.4250,3,ARMED,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_level_armed|trade_side:SHORT|active_level:3:RESISTANCE,RESISTANCE,217.7200,SUPPORT,210.4400,RESISTANCE,229.4250,SWING_DIARIO,STRUCTURE_CONFIRMED,SWEEP_RECLAIM,207.3553,210.1231,213.1738,198.0203,89.0000,96.6000,70.0000,74.9195,ABOVE_ZONE,pivot_daily_369|pivot_weekly_404|weekly_sma30,185.0701,2026-07-29T04:00:00Z,277.8799,50.1485,0,0,0,reaction_followed_by_higher_high|higher_low_holds_above_support
HIW,3,MANUAL,DIARIO FIJO,30.9078,31.4763,30.1100,29.6584,31.9100,32.0700,30.8604,32.0734,39.7517,2026-09-04T20:00:00Z,ALPACA_DIRECTO,31.1920,31.8578,34.2232,2026-09-01T04:00:00Z,2026-07-29T04:00:00Z,AVOID,BEARISH,3.00,false,28.4500,35.4350,2026-06-17T04:00:00Z,2026-07-29T04:00:00Z,31.1183,31.9425,39.7517,31.1183,31.9425,30.1100,32.0700,29.8257,32.0700,39.7517,ENGINE_ASSESSMENT,SIN_DATO,false,swing_trade_no_thesis|spot_in_zone|base_gate_failed|insufficient_reward_risk|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_vwap_gate_pending|recovery_observation_watching,0,0,0,RESISTANCE,31.5250,1,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:1:RESISTANCE,RESISTANCE,31.5250,SIN_DATO,0,SIN_DATO,0,SWING_DIARIO,RECLAIMED,SWEEP_RECLAIM,30.5831,30.6783,30.7735,30.1568,59.0000,100.0000,35.0000,55.1611,ABOVE_ZONE,pivot_daily_359|fib_0786,28.5350,2026-06-25T04:00:00Z,35.4350,24.1808,31.1800,30.9888,30.7167,liquidity_sweep_below_support|support_reclaimed_on_close|reaction_not_yet_trend_reversal
ADEA,3,MANUAL,DIARIO FIJO,26.3738,27.4888,24.1600,23.7976,29.8300,30.4100,25.3111,27.6977,0,2026-09-04T20:00:00Z,ALPACA_DIRECTO,26.9313,27.6429,31.8748,2026-09-01T04:00:00Z,2026-08-04T04:00:00Z,AVOID,BEARISH,0.00,false,0,0,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,0,0,ENGINE_REJECTED,SIN_DATO,SIN_DATO,SwingTrade LONG impulse requires low before high,0,0,0,SUPPORT,25.3500,2,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,25.6500,SUPPORT,25.3500,SIN_DATO,0,SWING_DIARIO,FIRST_TOUCH,NONE,27.1565,27.4503,27.7544,26.3203,79.0000,39.6000,0.0000,20.6778,BELOW_ZONE,pivot_daily_359|daily_sma50|weekly_sma10,23.9000,2026-08-04T04:00:00Z,32.2000,34.7280,0,0,0,key_support_first_touch
CHPY,3,MANUAL,DIARIO FIJO,67.2258,69.1113,63.5101,62.5574,72.7200,73.3500,65.9612,73.1684,0,2026-09-04T20:00:00Z,ALPACA_DIRECTO,68.1685,71.7682,76.1402,2026-08-24T04:00:00Z,2026-06-22T04:00:00Z,AVOID,BEARISH,0.00,false,0,0,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,0,0,ENGINE_REJECTED,SIN_DATO,SIN_DATO,SwingTrade LONG impulse requires low before high,0,0,0,RESISTANCE,68.1700,3,ARMED,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_level_armed|trade_side:SHORT|active_level:3:RESISTANCE,RESISTANCE,67.7400,SUPPORT,66.1000,RESISTANCE,68.1700,SWING_DIARIO,FIRST_TOUCH,NONE,64.8115,65.4077,66.0618,63.3973,64.0000,66.6000,35.0000,47.5528,ABOVE_ZONE,pivot_daily_348|daily_sma200|round_number,61.6500,2026-07-29T04:00:00Z,73.3500,18.9781,0,0,0,key_support_first_touch
AMSC,3,MANUAL,DIARIO FIJO,29.5662,30.8248,27.5100,27.0974,32.7650,34.2400,28.6755,0,0,2026-09-04T20:00:00Z,ALPACA_DIRECTO,30.1955,32.5527,34.4252,2026-09-01T04:00:00Z,SIN_DATO,AVOID,BEARISH,0.00,false,0,0,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,0,0,ENGINE_REJECTED,SIN_DATO,SIN_DATO,SwingTrade LONG impulse requires low before high,0,0,0,SUPPORT,28.2700,2,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,28.9900,SUPPORT,28.2700,SIN_DATO,0,SWING_DIARIO,SINGLE_SUPPORT_NEARBY,NONE,27.9691,28.0950,28.2209,27.0252,32.0000,0,0,0.0000,ABOVE_ZONE,pivot_daily_368,28.5000,2026-08-06T04:00:00Z,34.2400,20.1404,0,0,0,single_support_nearby_without_independent_confluence|informational_only_not_swing_confirmation
HFWA,3,MANUAL,DIARIO FIJO,28.9323,29.3844,28.3000,27.8755,29.9800,30.1300,28.9482,29.6916,33.6911,2026-09-04T20:00:00Z,ALPACA_DIRECTO,29.1583,29.5937,32.0890,2026-09-01T04:00:00Z,2026-07-16T04:00:00Z,WATCH,BULLISH,0.00,false,27.3000,31.2500,2026-06-17T04:00:00Z,2026-07-16T04:00:00Z,28.8089,29.2750,33.6911,28.8089,29.2750,28.3000,30.1300,28.0740,30.1300,33.6911,ENGINE_ASSESSMENT,SIN_DATO,false,swing_trade_no_thesis|base_gate_failed|insufficient_reward_risk|entry_session_rvol_pending|recovery_observation_watching,0,0,0,RESISTANCE,30.6250,4,BUILDING,LONG,false,false,false,manual_monitor_only|g0_structure_building|trade_side:LONG|active_level:4:RESISTANCE,SUPPORT,29.6300,RESISTANCE,30.0600,SUPPORT,28.9950,SWING_DIARIO,FIRST_TOUCH,NONE,29.4112,29.5545,29.6389,29.0721,89.0000,58.6000,0.0000,47.6385,BELOW_ZONE,daily_sma50|weekly_sma10|fib_0500|fib_0618,26.6600,2026-06-03T04:00:00Z,31.2500,17.2168,29.5850,29.4564,29.2733,key_support_first_touch
VMI,3,MANUAL,DIARIO FIJO,476.9029,488.9202,461.9701,455.0405,506.7900,508.3400,469.5623,513.3960,0,2026-09-04T20:00:00Z,ALPACA_DIRECTO,482.9115,505.7062,533.3990,2026-09-01T04:00:00Z,2026-06-22T04:00:00Z,AVOID,BEARISH,3.00,false,0,0,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,0,0,ENGINE_REJECTED,SIN_DATO,SIN_DATO,SwingTrade LONG impulse requires low before high,0,0,0,SUPPORT,462.3450,2,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,471.5500,SUPPORT,462.3450,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
BRUN,3,MANUAL,DIARIO FIJO,16.8026,18.6763,15.5604,15.3270,22.9300,26.9000,17.7394,0,0,2026-09-04T20:00:00Z,ALPACA_DIRECTO,19.1178,22.7860,22.4460,2026-08-24T04:00:00Z,SIN_DATO,WATCH,BULLISH,19.00,false,0,0,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,0,0,ENGINE_REJECTED,SIN_DATO,SIN_DATO,SwingTrade LONG impulse requires low before high,15.2584,15.9016,14.9368,SUPPORT,15.5800,3,EXTENDED,LONG,false,false,false,manual_monitor_only|impulse_extended_awaiting_pullback|trade_side:LONG|active_level:3:SUPPORT,SUPPORT,15.9300,RESISTANCE,17.1700,SUPPORT,15.5800,SWING_DIARIO,FIRST_TOUCH,NONE,17.6368,18.0418,18.7490,16.2315,94.0000,45.6000,0.0000,48.8600,IN_ZONE,pivot_daily_365|daily_sma200|fib_0618|fib_0786|round_number,17.1000,2026-08-10T04:00:00Z,26.9000,57.3099,19.0100,18.5616,17.9232,key_support_first_touch
RDN,3,MANUAL,DIARIO FIJO,36.2848,36.8992,35.7400,35.2039,37.2600,37.6800,36.4506,37.7178,45.4625,2026-09-04T20:00:00Z,ALPACA_DIRECTO,36.5920,37.6058,39.6022,2026-09-01T04:00:00Z,2026-06-29T04:00:00Z,AVOID,BEARISH,0.00,false,33.9100,41.0500,2026-06-11T04:00:00Z,2026-07-14T04:00:00Z,36.6375,37.4800,45.4625,36.6375,37.4800,35.7400,37.6800,35.4328,37.6800,45.4625,ENGINE_ASSESSMENT,SIN_DATO,false,swing_trade_no_thesis|spot_in_zone|base_gate_failed|insufficient_reward_risk|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,RESISTANCE,37.0000,3,ARMED,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_level_armed|trade_side:SHORT|active_level:3:RESISTANCE,RESISTANCE,36.7900,SUPPORT,36.2300,RESISTANCE,37.0000,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
PDFS,3,MANUAL,DIARIO FIJO,45.0976,47.6895,40.2600,39.6561,52.8000,53.4300,44.2544,50.3124,0,2026-09-04T20:00:00Z,ALPACA_DIRECTO,46.3935,50.3852,57.7578,2026-08-24T04:00:00Z,2026-06-30T04:00:00Z,AVOID,BEARISH,0.00,false,0,0,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,0,0,ENGINE_REJECTED,SIN_DATO,SIN_DATO,SwingTrade LONG impulse requires low before high,0,0,0,RESISTANCE,46.5750,3,ARMED,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_level_armed|trade_side:SHORT|active_level:3:RESISTANCE,RESISTANCE,45.4000,SUPPORT,43.4400,RESISTANCE,46.5750,SWING_DIARIO,RECLAIMED,SWEEP_RECLAIM,40.7308,41.0487,41.4339,38.7869,100.0000,93.0000,35.0000,51.6499,ABOVE_ZONE,pivot_daily_350|pivot_weekly_401|pivot_weekly_411|daily_sma200,40.9900,2026-07-29T04:00:00Z,53.4300,30.3489,0,0,0,liquidity_sweep_below_support|support_reclaimed_on_close|reaction_not_yet_trend_reversal
FIBK,3,MANUAL,DIARIO FIJO,37.3521,38.0335,36.1600,35.6176,39.1700,39.4550,37.1456,38.0984,43.9743,2026-09-04T20:00:00Z,ALPACA_DIRECTO,37.6928,38.2263,42.2998,2026-09-01T04:00:00Z,2026-07-16T04:00:00Z,WATCH,BULLISH,4.00,false,35.1400,40.6000,2026-06-17T04:00:00Z,2026-07-16T04:00:00Z,37.2257,37.8700,43.9743,37.2257,37.8700,36.1600,39.4550,35.8193,39.4550,43.9743,ENGINE_ASSESSMENT,SIN_DATO,false,swing_trade_no_thesis|spot_in_zone|base_gate_failed|insufficient_reward_risk|swing_trade_entry_trigger_pending|entry_vwap_gate_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,SUPPORT,37.0750,2,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,37.3900,SUPPORT,37.0750,SIN_DATO,0,SWING_DIARIO,FIRST_TOUCH,NONE,37.7319,38.0088,38.2944,37.2208,64.0000,41.6000,0.0000,36.9600,IN_ZONE,pivot_daily_353|daily_sma50|round_number,35.1400,2026-06-17T04:00:00Z,40.6000,15.5378,0,0,0,key_support_first_touch
DCI,3,MANUAL,DIARIO FIJO,89.3288,91.6622,89.0800,87.7438,98.6100,98.9700,90.4955,94.2218,109.3533,2026-09-04T20:00:00Z,ALPACA_DIRECTO,93.3070,92.3520,97.5424,2026-09-02T04:00:00Z,2026-08-04T04:00:00Z,WATCH,BULLISH,46.00,false,83.5300,99.4900,2026-06-11T04:00:00Z,2026-08-05T04:00:00Z,89.6267,91.5100,109.3533,89.6267,91.5100,89.0800,98.5500,87.9133,98.5500,109.3533,ENGINE_ASSESSMENT,ST2,true,swing_trade_st2|support_confluence|spot_in_zone|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_vwap_gate_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,SUPPORT,89.0800,1,BUILDING,LONG,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:LONG|active_level:1:SUPPORT,SUPPORT,89.0800,SIN_DATO,0,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
GGG,3,MANUAL,DIARIO FIJO,76.7911,78.5385,75.8993,74.7608,83.5400,84.3000,77.6648,79.5969,91.5846,2026-09-04T20:00:00Z,ALPACA_DIRECTO,80.3125,78.4052,84.1184,2026-09-02T04:00:00Z,2026-07-28T04:00:00Z,WATCH,BULLISH,41.00,false,72.5127,84.3000,2026-07-09T04:00:00Z,2026-08-11T04:00:00Z,77.0154,78.4064,91.5846,77.0154,78.4064,75.8993,84.3000,75.0256,84.3000,91.5846,ENGINE_ASSESSMENT,ST1,true,swing_trade_st1|spot_in_zone|swing_trade_entry_trigger_pending|entry_rejection_pending|entry_vwap_gate_pending|entry_session_rvol_pending|recovery_observation_watching,0,0,0,RESISTANCE,78.6000,1,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:1:RESISTANCE,RESISTANCE,78.6000,SIN_DATO,0,SIN_DATO,0,SIN_DATO,SIN_DATO,SIN_DATO,0,0,0,0,0,0,0,0,SIN_DATO,SIN_DATO,0,SIN_DATO,0,0,0,0,0,SIN_DATO
KWEB,3,MANUAL,DIARIO FIJO,26.3029,26.7322,25.2400,24.8614,29.1200,29.1400,26.5175,26.8468,32.7924,2026-09-04T20:00:00Z,ALPACA_DIRECTO,26.6530,26.7056,28.4272,2026-08-13T04:00:00Z,2026-08-10T04:00:00Z,AVOID,BEARISH,0.00,false,23.2300,29.1400,2026-06-26T04:00:00Z,2026-08-10T04:00:00Z,25.4876,26.1850,32.7924,25.4876,26.1850,25.2400,29.1400,25.0254,29.1400,32.7924,ENGINE_ASSESSMENT,ST1,true,swing_trade_st1|spot_in_zone|swing_trade_entry_trigger_pending|entry_rejection_pending|recovery_observation_watching,0,0,0,SUPPORT,25.2400,2,BUILDING,SHORT,false,false,false,structural_chain_rebased|manual_monitor_only|g0_structure_building|trade_side:SHORT|active_level:2:SUPPORT,RESISTANCE,25.9150,SUPPORT,25.2400,SIN_DATO,0,SWING_DIARIO,SINGLE_SUPPORT_NEARBY,NONE,26.0771,26.1200,26.1629,25.7551,32.0000,0,0,10.2531,BELOW_ZONE,pivot_daily_346,23.2300,2026-06-26T04:00:00Z,29.1400,25.4412,0,0,0,single_support_nearby_without_independent_confluence|informational_only_not_swing_confirmation
